datetime,date,hour,weather,temperature_c,humidity_percent
2024-09-25 20:00:00,2024-09-25,20,cloudy,28.1,76.8
2024-09-25 21:00:00,2024-09-25,21,clear,26.5,82.8
2024-09-25 22:00:00,2024-09-25,22,partly_cloudy,24.9,70.4
2024-09-25 23:00:00,2024-09-25,23,partly_cloudy,27.6,84.0
2024-09-26 00:00:00,2024-09-26,0,clear,29.1,81.9
2024-09-26 01:00:00,2024-09-26,1,cloudy,24.8,72.7
2024-09-26 02:00:00,2024-09-26,2,partly_cloudy,26.9,68.4
2024-09-26 03:00:00,2024-09-26,3,clear,26.5,76.2
2024-09-26 04:00:00,2024-09-26,4,clear,27.3,78.0
2024-09-26 05:00:00,2024-09-26,5,clear,23.7,79.7
2024-09-26 06:00:00,2024-09-26,6,clear,26.5,91.3
2024-09-26 07:00:00,2024-09-26,7,clear,27.3,66.1
2024-09-26 08:00:00,2024-09-26,8,clear,27.7,67.9
2024-09-26 09:00:00,2024-09-26,9,cloudy,26.0,63.4
2024-09-26 10:00:00,2024-09-26,10,partly_cloudy,33.2,68.8
2024-09-26 11:00:00,2024-09-26,11,cloudy,30.2,62.5
2024-09-26 12:00:00,2024-09-26,12,partly_cloudy,30.6,67.1
2024-09-26 13:00:00,2024-09-26,13,partly_cloudy,29.6,77.9
2024-09-26 14:00:00,2024-09-26,14,clear,31.0,71.1
2024-09-26 15:00:00,2024-09-26,15,partly_cloudy,29.8,84.9
2024-09-26 16:00:00,2024-09-26,16,clear,30.3,72.3
2024-09-26 17:00:00,2024-09-26,17,partly_cloudy,26.0,60.0
2024-09-26 18:00:00,2024-09-26,18,partly_cloudy,32.6,73.2
2024-09-26 19:00:00,2024-09-26,19,clear,29.8,80.5
2024-09-26 20:00:00,2024-09-26,20,clear,26.7,60.0
2024-09-26 21:00:00,2024-09-26,21,clear,26.2,67.9
2024-09-26 22:00:00,2024-09-26,22,partly_cloudy,24.5,93.8
2024-09-26 23:00:00,2024-09-26,23,clear,26.6,75.9
2024-09-27 00:00:00,2024-09-27,0,light_rain,30.3,90.6
2024-09-27 01:00:00,2024-09-27,1,clear,25.0,61.3
2024-09-27 02:00:00,2024-09-27,2,cloudy,28.9,64.7
2024-09-27 03:00:00,2024-09-27,3,clear,24.5,60.0
2024-09-27 04:00:00,2024-09-27,4,clear,25.4,88.2
2024-09-27 05:00:00,2024-09-27,5,partly_cloudy,24.9,66.9
2024-09-27 06:00:00,2024-09-27,6,clear,28.9,71.5
2024-09-27 07:00:00,2024-09-27,7,partly_cloudy,27.6,81.2
2024-09-27 08:00:00,2024-09-27,8,partly_cloudy,30.1,80.5
2024-09-27 09:00:00,2024-09-27,9,clear,26.8,75.9
2024-09-27 10:00:00,2024-09-27,10,clear,30.7,60.0
2024-09-27 11:00:00,2024-09-27,11,clear,32.8,70.6
2024-09-27 12:00:00,2024-09-27,12,partly_cloudy,30.3,69.4
2024-09-27 13:00:00,2024-09-27,13,partly_cloudy,34.3,62.8
2024-09-27 14:00:00,2024-09-27,14,clear,28.0,68.0
2024-09-27 15:00:00,2024-09-27,15,clear,28.7,76.5
2024-09-27 16:00:00,2024-09-27,16,clear,30.7,89.3
2024-09-27 17:00:00,2024-09-27,17,partly_cloudy,28.9,85.2
2024-09-27 18:00:00,2024-09-27,18,light_rain,33.0,88.1
2024-09-27 19:00:00,2024-09-27,19,clear,28.2,60.0
2024-09-27 20:00:00,2024-09-27,20,partly_cloudy,26.9,75.3
2024-09-27 21:00:00,2024-09-27,21,clear,25.8,82.1
2024-09-27 22:00:00,2024-09-27,22,clear,23.7,75.8
2024-09-27 23:00:00,2024-09-27,23,partly_cloudy,23.0,67.9
2024-09-28 00:00:00,2024-09-28,0,light_rain,25.1,75.5
2024-09-28 01:00:00,2024-09-28,1,partly_cloudy,23.4,71.5
2024-09-28 02:00:00,2024-09-28,2,clear,26.9,78.2
2024-09-28 03:00:00,2024-09-28,3,partly_cloudy,22.5,68.5
2024-09-28 04:00:00,2024-09-28,4,clear,28.1,60.8
2024-09-28 05:00:00,2024-09-28,5,cloudy,28.1,62.8
2024-09-28 06:00:00,2024-09-28,6,partly_cloudy,29.6,92.8
2024-09-28 07:00:00,2024-09-28,7,clear,31.2,67.5
2024-09-28 08:00:00,2024-09-28,8,partly_cloudy,26.7,69.2
2024-09-28 09:00:00,2024-09-28,9,partly_cloudy,28.4,74.0
2024-09-28 10:00:00,2024-09-28,10,clear,32.8,74.2
2024-09-28 11:00:00,2024-09-28,11,clear,29.2,73.9
2024-09-28 12:00:00,2024-09-28,12,clear,31.0,75.8
2024-09-28 13:00:00,2024-09-28,13,partly_cloudy,31.1,60.0
2024-09-28 14:00:00,2024-09-28,14,clear,28.2,70.4
2024-09-28 15:00:00,2024-09-28,15,cloudy,31.9,72.3
2024-09-28 16:00:00,2024-09-28,16,cloudy,26.4,76.0
2024-09-28 17:00:00,2024-09-28,17,partly_cloudy,27.7,82.3
2024-09-28 18:00:00,2024-09-28,18,partly_cloudy,28.7,62.3
2024-09-28 19:00:00,2024-09-28,19,clear,29.8,68.8
2024-09-28 20:00:00,2024-09-28,20,light_rain,25.8,88.3
2024-09-28 21:00:00,2024-09-28,21,partly_cloudy,24.7,71.6
2024-09-28 22:00:00,2024-09-28,22,partly_cloudy,26.4,79.5
2024-09-28 23:00:00,2024-09-28,23,cloudy,28.4,83.0
2024-09-29 00:00:00,2024-09-29,0,clear,25.4,70.4
2024-09-29 01:00:00,2024-09-29,1,partly_cloudy,25.9,63.9
2024-09-29 02:00:00,2024-09-29,2,partly_cloudy,24.3,71.8
2024-09-29 03:00:00,2024-09-29,3,clear,23.5,77.2
2024-09-29 04:00:00,2024-09-29,4,cloudy,23.0,79.3
2024-09-29 05:00:00,2024-09-29,5,clear,25.1,62.5
2024-09-29 06:00:00,2024-09-29,6,clear,27.9,92.8
2024-09-29 07:00:00,2024-09-29,7,partly_cloudy,25.7,81.8
2024-09-29 08:00:00,2024-09-29,8,partly_cloudy,31.0,80.2
2024-09-29 09:00:00,2024-09-29,9,clear,28.0,75.1
2024-09-29 10:00:00,2024-09-29,10,cloudy,27.2,60.0
2024-09-29 11:00:00,2024-09-29,11,partly_cloudy,32.8,74.7
2024-09-29 12:00:00,2024-09-29,12,partly_cloudy,31.7,77.7
2024-09-29 13:00:00,2024-09-29,13,partly_cloudy,26.2,71.3
2024-09-29 14:00:00,2024-09-29,14,partly_cloudy,30.0,83.1
2024-09-29 15:00:00,2024-09-29,15,light_rain,32.1,84.7
2024-09-29 16:00:00,2024-09-29,16,partly_cloudy,29.1,81.6
2024-09-29 17:00:00,2024-09-29,17,clear,30.0,70.8
2024-09-29 18:00:00,2024-09-29,18,clear,28.9,67.3
2024-09-29 19:00:00,2024-09-29,19,clear,30.8,66.4
2024-09-29 20:00:00,2024-09-29,20,clear,29.7,90.5
2024-09-29 21:00:00,2024-09-29,21,partly_cloudy,24.9,69.1
2024-09-29 22:00:00,2024-09-29,22,clear,27.5,60.1
2024-09-29 23:00:00,2024-09-29,23,partly_cloudy,25.1,68.5
2024-09-30 00:00:00,2024-09-30,0,cloudy,26.1,68.5
2024-09-30 01:00:00,2024-09-30,1,clear,22.0,60.0
2024-09-30 02:00:00,2024-09-30,2,clear,27.6,64.2
2024-09-30 03:00:00,2024-09-30,3,clear,28.9,88.1
2024-09-30 04:00:00,2024-09-30,4,clear,24.9,67.3
2024-09-30 05:00:00,2024-09-30,5,clear,22.3,92.2
2024-09-30 06:00:00,2024-09-30,6,clear,29.9,76.2
2024-09-30 07:00:00,2024-09-30,7,clear,30.8,60.0
2024-09-30 08:00:00,2024-09-30,8,clear,27.7,68.4
2024-09-30 09:00:00,2024-09-30,9,clear,24.0,69.2
2024-09-30 10:00:00,2024-09-30,10,clear,28.9,78.7
2024-09-30 11:00:00,2024-09-30,11,cloudy,31.9,70.1
2024-09-30 12:00:00,2024-09-30,12,clear,30.7,72.2
2024-09-30 13:00:00,2024-09-30,13,partly_cloudy,33.9,63.3
2024-09-30 14:00:00,2024-09-30,14,partly_cloudy,33.9,71.8
2024-09-30 15:00:00,2024-09-30,15,clear,29.2,87.7
2024-09-30 16:00:00,2024-09-30,16,clear,28.7,62.1
2024-09-30 17:00:00,2024-09-30,17,clear,32.5,86.0
2024-09-30 18:00:00,2024-09-30,18,partly_cloudy,28.3,88.7
2024-09-30 19:00:00,2024-09-30,19,clear,30.1,70.9
2024-09-30 20:00:00,2024-09-30,20,clear,30.3,75.7
2024-09-30 21:00:00,2024-09-30,21,clear,29.8,75.5
2024-09-30 22:00:00,2024-09-30,22,light_rain,27.1,80.3
2024-09-30 23:00:00,2024-09-30,23,light_rain,26.0,81.7
2024-10-01 00:00:00,2024-10-01,0,partly_cloudy,25.2,76.5
2024-10-01 01:00:00,2024-10-01,1,partly_cloudy,27.3,70.6
2024-10-01 02:00:00,2024-10-01,2,clear,25.4,84.7
2024-10-01 03:00:00,2024-10-01,3,clear,26.8,69.2
2024-10-01 04:00:00,2024-10-01,4,clear,27.9,89.7
2024-10-01 05:00:00,2024-10-01,5,clear,25.7,64.1
2024-10-01 06:00:00,2024-10-01,6,partly_cloudy,30.9,68.3
2024-10-01 07:00:00,2024-10-01,7,cloudy,26.5,70.5
2024-10-01 08:00:00,2024-10-01,8,clear,27.2,78.0
2024-10-01 09:00:00,2024-10-01,9,clear,25.2,72.2
2024-10-01 10:00:00,2024-10-01,10,clear,33.9,72.6
2024-10-01 11:00:00,2024-10-01,11,clear,26.2,68.6
2024-10-01 12:00:00,2024-10-01,12,partly_cloudy,30.6,75.7
2024-10-01 13:00:00,2024-10-01,13,light_rain,30.6,90.8
2024-10-01 14:00:00,2024-10-01,14,partly_cloudy,33.0,70.0
2024-10-01 15:00:00,2024-10-01,15,partly_cloudy,30.9,67.2
2024-10-01 16:00:00,2024-10-01,16,moderate_rain,29.8,87.6
2024-10-01 17:00:00,2024-10-01,17,clear,28.1,97.9
2024-10-01 18:00:00,2024-10-01,18,light_rain,29.5,84.2
2024-10-01 19:00:00,2024-10-01,19,cloudy,29.1,84.1
2024-10-01 20:00:00,2024-10-01,20,partly_cloudy,28.0,73.1
2024-10-01 21:00:00,2024-10-01,21,partly_cloudy,25.7,74.2
2024-10-01 22:00:00,2024-10-01,22,cloudy,23.3,72.7
2024-10-01 23:00:00,2024-10-01,23,partly_cloudy,24.9,73.6
2024-10-02 00:00:00,2024-10-02,0,partly_cloudy,24.4,90.0
2024-10-02 01:00:00,2024-10-02,1,clear,24.9,75.3
2024-10-02 02:00:00,2024-10-02,2,partly_cloudy,24.5,60.0
2024-10-02 03:00:00,2024-10-02,3,clear,25.6,76.7
2024-10-02 04:00:00,2024-10-02,4,partly_cloudy,26.6,67.6
2024-10-02 05:00:00,2024-10-02,5,partly_cloudy,26.9,90.9
2024-10-02 06:00:00,2024-10-02,6,cloudy,28.2,78.9
2024-10-02 07:00:00,2024-10-02,7,clear,28.3,80.8
2024-10-02 08:00:00,2024-10-02,8,clear,26.7,85.0
2024-10-02 09:00:00,2024-10-02,9,partly_cloudy,31.9,93.4
2024-10-02 10:00:00,2024-10-02,10,cloudy,30.9,88.1
2024-10-02 11:00:00,2024-10-02,11,clear,31.0,60.5
2024-10-02 12:00:00,2024-10-02,12,clear,29.7,81.0
2024-10-02 13:00:00,2024-10-02,13,clear,29.0,90.0
2024-10-02 14:00:00,2024-10-02,14,clear,33.4,76.3
2024-10-02 15:00:00,2024-10-02,15,partly_cloudy,31.6,60.0
2024-10-02 16:00:00,2024-10-02,16,clear,28.8,97.3
2024-10-02 17:00:00,2024-10-02,17,partly_cloudy,30.3,76.2
2024-10-02 18:00:00,2024-10-02,18,partly_cloudy,30.3,68.7
2024-10-02 19:00:00,2024-10-02,19,cloudy,30.0,79.3
2024-10-02 20:00:00,2024-10-02,20,partly_cloudy,29.7,76.2
2024-10-02 21:00:00,2024-10-02,21,partly_cloudy,25.3,60.0
2024-10-02 22:00:00,2024-10-02,22,clear,22.0,75.3
2024-10-02 23:00:00,2024-10-02,23,cloudy,27.8,88.9
2024-10-03 00:00:00,2024-10-03,0,partly_cloudy,22.3,64.3
2024-10-03 01:00:00,2024-10-03,1,partly_cloudy,27.0,70.4
2024-10-03 02:00:00,2024-10-03,2,clear,26.9,85.5
2024-10-03 03:00:00,2024-10-03,3,clear,26.9,95.6
2024-10-03 04:00:00,2024-10-03,4,partly_cloudy,25.1,96.4
2024-10-03 05:00:00,2024-10-03,5,clear,26.2,60.0
2024-10-03 06:00:00,2024-10-03,6,clear,27.0,81.0
2024-10-03 07:00:00,2024-10-03,7,clear,31.0,80.0
2024-10-03 08:00:00,2024-10-03,8,clear,28.1,70.0
2024-10-03 09:00:00,2024-10-03,9,clear,25.9,87.8
2024-10-03 10:00:00,2024-10-03,10,partly_cloudy,27.2,63.0
2024-10-03 11:00:00,2024-10-03,11,clear,30.2,69.7
2024-10-03 12:00:00,2024-10-03,12,clear,30.5,77.9
2024-10-03 13:00:00,2024-10-03,13,clear,33.0,69.8
2024-10-03 14:00:00,2024-10-03,14,clear,31.1,82.1
2024-10-03 15:00:00,2024-10-03,15,moderate_rain,28.0,88.1
2024-10-03 16:00:00,2024-10-03,16,light_rain,25.5,75.5
2024-10-03 17:00:00,2024-10-03,17,cloudy,27.4,86.5
2024-10-03 18:00:00,2024-10-03,18,clear,28.4,73.4
2024-10-03 19:00:00,2024-10-03,19,clear,27.6,60.0
2024-10-03 20:00:00,2024-10-03,20,clear,30.3,68.4
2024-10-03 21:00:00,2024-10-03,21,clear,24.1,60.0
2024-10-03 22:00:00,2024-10-03,22,partly_cloudy,25.3,74.6
2024-10-03 23:00:00,2024-10-03,23,clear,24.3,84.1
2024-10-04 00:00:00,2024-10-04,0,partly_cloudy,24.6,70.7
2024-10-04 01:00:00,2024-10-04,1,partly_cloudy,25.2,62.6
2024-10-04 02:00:00,2024-10-04,2,clear,25.5,65.9
2024-10-04 03:00:00,2024-10-04,3,clear,25.1,61.0
2024-10-04 04:00:00,2024-10-04,4,clear,26.2,63.0
2024-10-04 05:00:00,2024-10-04,5,clear,27.0,60.0
2024-10-04 06:00:00,2024-10-04,6,clear,27.2,80.8
2024-10-04 07:00:00,2024-10-04,7,clear,29.7,70.5
2024-10-04 08:00:00,2024-10-04,8,partly_cloudy,28.6,84.8
2024-10-04 09:00:00,2024-10-04,9,cloudy,27.8,80.2
2024-10-04 10:00:00,2024-10-04,10,cloudy,30.0,70.0
2024-10-04 11:00:00,2024-10-04,11,clear,33.2,71.2
2024-10-04 12:00:00,2024-10-04,12,clear,35.0,72.1
2024-10-04 13:00:00,2024-10-04,13,moderate_rain,34.8,95.4
2024-10-04 14:00:00,2024-10-04,14,light_rain,29.9,88.2
2024-10-04 15:00:00,2024-10-04,15,storm,33.0,89.5
2024-10-04 16:00:00,2024-10-04,16,heavy_rain,24.9,89.5
2024-10-04 17:00:00,2024-10-04,17,light_rain,29.4,89.9
2024-10-04 18:00:00,2024-10-04,18,cloudy,24.5,75.4
2024-10-04 19:00:00,2024-10-04,19,partly_cloudy,26.5,80.0
2024-10-04 20:00:00,2024-10-04,20,partly_cloudy,28.6,77.7
2024-10-04 21:00:00,2024-10-04,21,partly_cloudy,25.3,89.1
2024-10-04 22:00:00,2024-10-04,22,clear,25.1,78.0
2024-10-04 23:00:00,2024-10-04,23,clear,25.1,72.4
2024-10-05 00:00:00,2024-10-05,0,clear,25.0,87.2
2024-10-05 01:00:00,2024-10-05,1,clear,23.6,74.8
2024-10-05 02:00:00,2024-10-05,2,clear,23.0,71.3
2024-10-05 03:00:00,2024-10-05,3,clear,28.3,79.1
2024-10-05 04:00:00,2024-10-05,4,clear,24.4,78.2
2024-10-05 05:00:00,2024-10-05,5,cloudy,26.1,76.8
2024-10-05 06:00:00,2024-10-05,6,partly_cloudy,26.5,60.0
2024-10-05 07:00:00,2024-10-05,7,partly_cloudy,27.6,86.9
2024-10-05 08:00:00,2024-10-05,8,clear,28.9,83.8
2024-10-05 09:00:00,2024-10-05,9,partly_cloudy,24.7,65.1
2024-10-05 10:00:00,2024-10-05,10,clear,28.9,76.7
2024-10-05 11:00:00,2024-10-05,11,cloudy,29.8,71.1
2024-10-05 12:00:00,2024-10-05,12,moderate_rain,26.3,86.6
2024-10-05 13:00:00,2024-10-05,13,partly_cloudy,32.1,69.0
2024-10-05 14:00:00,2024-10-05,14,clear,29.8,71.8
2024-10-05 15:00:00,2024-10-05,15,moderate_rain,32.4,84.5
2024-10-05 16:00:00,2024-10-05,16,moderate_rain,29.0,85.4
2024-10-05 17:00:00,2024-10-05,17,light_rain,32.7,84.5
2024-10-05 18:00:00,2024-10-05,18,light_rain,31.4,84.6
2024-10-05 19:00:00,2024-10-05,19,clear,29.7,72.7
2024-10-05 20:00:00,2024-10-05,20,clear,28.4,80.9
2024-10-05 21:00:00,2024-10-05,21,clear,24.8,84.3
2024-10-05 22:00:00,2024-10-05,22,partly_cloudy,23.1,86.1
2024-10-05 23:00:00,2024-10-05,23,partly_cloudy,25.1,71.0
2024-10-06 00:00:00,2024-10-06,0,partly_cloudy,22.3,60.0
2024-10-06 01:00:00,2024-10-06,1,partly_cloudy,24.6,64.4
2024-10-06 02:00:00,2024-10-06,2,clear,25.6,62.2
2024-10-06 03:00:00,2024-10-06,3,clear,26.2,72.4
2024-10-06 04:00:00,2024-10-06,4,clear,27.3,92.3
2024-10-06 05:00:00,2024-10-06,5,cloudy,22.1,62.4
2024-10-06 06:00:00,2024-10-06,6,partly_cloudy,29.8,74.4
2024-10-06 07:00:00,2024-10-06,7,clear,26.3,74.2
2024-10-06 08:00:00,2024-10-06,8,partly_cloudy,26.1,75.2
2024-10-06 09:00:00,2024-10-06,9,clear,34.7,67.5
2024-10-06 10:00:00,2024-10-06,10,clear,34.6,60.0
2024-10-06 11:00:00,2024-10-06,11,clear,33.1,87.0
2024-10-06 12:00:00,2024-10-06,12,cloudy,32.3,60.0
2024-10-06 13:00:00,2024-10-06,13,partly_cloudy,28.5,66.5
2024-10-06 14:00:00,2024-10-06,14,heavy_rain,31.4,90.8
2024-10-06 15:00:00,2024-10-06,15,moderate_rain,35.0,84.0
2024-10-06 16:00:00,2024-10-06,16,moderate_rain,25.4,85.7
2024-10-06 17:00:00,2024-10-06,17,heavy_rain,26.8,83.7
2024-10-06 18:00:00,2024-10-06,18,clear,25.9,86.9
2024-10-06 19:00:00,2024-10-06,19,partly_cloudy,28.2,60.0
2024-10-06 20:00:00,2024-10-06,20,partly_cloudy,26.7,63.0
2024-10-06 21:00:00,2024-10-06,21,clear,25.2,75.4
2024-10-06 22:00:00,2024-10-06,22,clear,24.5,84.5
2024-10-06 23:00:00,2024-10-06,23,partly_cloudy,24.1,60.0
2024-10-07 00:00:00,2024-10-07,0,partly_cloudy,25.0,72.7
2024-10-07 01:00:00,2024-10-07,1,clear,24.6,68.2
2024-10-07 02:00:00,2024-10-07,2,clear,25.8,63.7
2024-10-07 03:00:00,2024-10-07,3,clear,26.6,64.6
2024-10-07 04:00:00,2024-10-07,4,partly_cloudy,25.4,67.1
2024-10-07 05:00:00,2024-10-07,5,clear,26.6,76.0
2024-10-07 06:00:00,2024-10-07,6,clear,27.2,69.2
2024-10-07 07:00:00,2024-10-07,7,partly_cloudy,27.8,66.7
2024-10-07 08:00:00,2024-10-07,8,clear,25.8,67.2
2024-10-07 09:00:00,2024-10-07,9,clear,28.5,66.8
2024-10-07 10:00:00,2024-10-07,10,cloudy,31.4,77.9
2024-10-07 11:00:00,2024-10-07,11,clear,34.9,88.4
2024-10-07 12:00:00,2024-10-07,12,partly_cloudy,30.0,75.9
2024-10-07 13:00:00,2024-10-07,13,cloudy,32.5,78.3
2024-10-07 14:00:00,2024-10-07,14,heavy_rain,29.1,86.6
2024-10-07 15:00:00,2024-10-07,15,cloudy,29.6,78.1
2024-10-07 16:00:00,2024-10-07,16,moderate_rain,30.8,91.2
2024-10-07 17:00:00,2024-10-07,17,partly_cloudy,29.9,93.9
2024-10-07 18:00:00,2024-10-07,18,light_rain,29.0,87.6
2024-10-07 19:00:00,2024-10-07,19,clear,27.4,68.8
2024-10-07 20:00:00,2024-10-07,20,partly_cloudy,30.8,79.7
2024-10-07 21:00:00,2024-10-07,21,clear,26.3,63.0
2024-10-07 22:00:00,2024-10-07,22,partly_cloudy,26.7,65.7
2024-10-07 23:00:00,2024-10-07,23,clear,29.1,83.1
2024-10-08 00:00:00,2024-10-08,0,cloudy,23.1,60.0
2024-10-08 01:00:00,2024-10-08,1,clear,26.2,76.6
2024-10-08 02:00:00,2024-10-08,2,clear,23.9,67.5
2024-10-08 03:00:00,2024-10-08,3,partly_cloudy,27.7,66.9
2024-10-08 04:00:00,2024-10-08,4,clear,23.3,76.0
2024-10-08 05:00:00,2024-10-08,5,clear,26.6,80.3
2024-10-08 06:00:00,2024-10-08,6,clear,27.3,72.5
2024-10-08 07:00:00,2024-10-08,7,clear,28.6,90.4
2024-10-08 08:00:00,2024-10-08,8,clear,26.7,78.7
2024-10-08 09:00:00,2024-10-08,9,clear,32.3,81.2
2024-10-08 10:00:00,2024-10-08,10,clear,32.4,67.9
2024-10-08 11:00:00,2024-10-08,11,partly_cloudy,30.0,70.5
2024-10-08 12:00:00,2024-10-08,12,clear,32.7,60.0
2024-10-08 13:00:00,2024-10-08,13,clear,33.2,61.1
2024-10-08 14:00:00,2024-10-08,14,moderate_rain,28.0,93.2
2024-10-08 15:00:00,2024-10-08,15,light_rain,31.6,80.7
2024-10-08 16:00:00,2024-10-08,16,cloudy,28.7,62.4
2024-10-08 17:00:00,2024-10-08,17,heavy_rain,29.5,97.4
2024-10-08 18:00:00,2024-10-08,18,partly_cloudy,28.3,84.2
2024-10-08 19:00:00,2024-10-08,19,clear,26.2,64.9
2024-10-08 20:00:00,2024-10-08,20,clear,30.4,79.4
2024-10-08 21:00:00,2024-10-08,21,clear,28.0,84.7
2024-10-08 22:00:00,2024-10-08,22,cloudy,24.4,65.1
2024-10-08 23:00:00,2024-10-08,23,partly_cloudy,26.1,66.9
2024-10-09 00:00:00,2024-10-09,0,clear,24.1,63.6
2024-10-09 01:00:00,2024-10-09,1,clear,28.0,77.3
2024-10-09 02:00:00,2024-10-09,2,clear,22.9,90.5
2024-10-09 03:00:00,2024-10-09,3,clear,28.0,78.3
2024-10-09 04:00:00,2024-10-09,4,cloudy,22.0,66.5
2024-10-09 05:00:00,2024-10-09,5,clear,28.4,93.7
2024-10-09 06:00:00,2024-10-09,6,clear,23.1,63.8
2024-10-09 07:00:00,2024-10-09,7,cloudy,26.5,90.6
2024-10-09 08:00:00,2024-10-09,8,partly_cloudy,27.8,65.9
2024-10-09 09:00:00,2024-10-09,9,clear,30.0,60.0
2024-10-09 10:00:00,2024-10-09,10,partly_cloudy,30.6,79.8
2024-10-09 11:00:00,2024-10-09,11,clear,33.8,81.4
2024-10-09 12:00:00,2024-10-09,12,moderate_rain,31.4,93.0
2024-10-09 13:00:00,2024-10-09,13,light_rain,32.6,85.2
2024-10-09 14:00:00,2024-10-09,14,moderate_rain,32.6,89.0
2024-10-09 15:00:00,2024-10-09,15,moderate_rain,34.7,87.5
2024-10-09 16:00:00,2024-10-09,16,clear,32.1,66.3
2024-10-09 17:00:00,2024-10-09,17,clear,28.6,74.4
2024-10-09 18:00:00,2024-10-09,18,partly_cloudy,29.1,79.6
2024-10-09 19:00:00,2024-10-09,19,partly_cloudy,33.0,69.7
2024-10-09 20:00:00,2024-10-09,20,cloudy,25.7,67.0
2024-10-09 21:00:00,2024-10-09,21,clear,28.3,70.8
2024-10-09 22:00:00,2024-10-09,22,partly_cloudy,24.4,89.4
2024-10-09 23:00:00,2024-10-09,23,clear,28.2,95.1
2024-10-10 00:00:00,2024-10-10,0,clear,26.4,65.6
2024-10-10 01:00:00,2024-10-10,1,partly_cloudy,25.9,94.8
2024-10-10 02:00:00,2024-10-10,2,partly_cloudy,24.1,62.3
2024-10-10 03:00:00,2024-10-10,3,partly_cloudy,28.4,86.8
2024-10-10 04:00:00,2024-10-10,4,clear,26.3,78.7
2024-10-10 05:00:00,2024-10-10,5,clear,26.4,67.6
2024-10-10 06:00:00,2024-10-10,6,cloudy,27.6,75.4
2024-10-10 07:00:00,2024-10-10,7,clear,31.2,61.4
2024-10-10 08:00:00,2024-10-10,8,clear,30.4,78.2
2024-10-10 09:00:00,2024-10-10,9,partly_cloudy,27.6,74.2
2024-10-10 10:00:00,2024-10-10,10,partly_cloudy,31.0,81.9
2024-10-10 11:00:00,2024-10-10,11,partly_cloudy,33.0,75.3
2024-10-10 12:00:00,2024-10-10,12,clear,32.6,60.0
2024-10-10 13:00:00,2024-10-10,13,clear,33.9,64.7
2024-10-10 14:00:00,2024-10-10,14,partly_cloudy,31.9,61.0
2024-10-10 15:00:00,2024-10-10,15,moderate_rain,33.5,99.5
2024-10-10 16:00:00,2024-10-10,16,storm,31.2,86.7
2024-10-10 17:00:00,2024-10-10,17,light_rain,28.6,78.6
2024-10-10 18:00:00,2024-10-10,18,partly_cloudy,29.8,69.0
2024-10-10 19:00:00,2024-10-10,19,partly_cloudy,29.4,62.5
2024-10-10 20:00:00,2024-10-10,20,clear,27.4,66.5
2024-10-10 21:00:00,2024-10-10,21,clear,27.6,77.3
2024-10-10 22:00:00,2024-10-10,22,clear,29.2,85.1
2024-10-10 23:00:00,2024-10-10,23,partly_cloudy,22.6,82.3
2024-10-11 00:00:00,2024-10-11,0,clear,24.5,72.7
2024-10-11 01:00:00,2024-10-11,1,clear,25.3,80.7
2024-10-11 02:00:00,2024-10-11,2,clear,23.5,68.4
2024-10-11 03:00:00,2024-10-11,3,partly_cloudy,23.9,72.4
2024-10-11 04:00:00,2024-10-11,4,cloudy,25.1,75.4
2024-10-11 05:00:00,2024-10-11,5,clear,24.5,93.6
2024-10-11 06:00:00,2024-10-11,6,partly_cloudy,28.5,78.4
2024-10-11 07:00:00,2024-10-11,7,clear,24.8,70.4
2024-10-11 08:00:00,2024-10-11,8,clear,27.5,88.1
2024-10-11 09:00:00,2024-10-11,9,partly_cloudy,26.7,90.4
2024-10-11 10:00:00,2024-10-11,10,partly_cloudy,27.7,69.7
2024-10-11 11:00:00,2024-10-11,11,partly_cloudy,32.6,80.1
2024-10-11 12:00:00,2024-10-11,12,clear,29.4,97.2
2024-10-11 13:00:00,2024-10-11,13,moderate_rain,33.9,86.8
2024-10-11 14:00:00,2024-10-11,14,light_rain,34.2,89.0
2024-10-11 15:00:00,2024-10-11,15,light_rain,32.9,86.4
2024-10-11 16:00:00,2024-10-11,16,clear,29.1,96.9
2024-10-11 17:00:00,2024-10-11,17,heavy_rain,28.5,83.5
2024-10-11 18:00:00,2024-10-11,18,clear,24.7,73.4
2024-10-11 19:00:00,2024-10-11,19,cloudy,30.4,78.3
2024-10-11 20:00:00,2024-10-11,20,partly_cloudy,22.8,65.4
2024-10-11 21:00:00,2024-10-11,21,partly_cloudy,25.7,78.9
2024-10-11 22:00:00,2024-10-11,22,clear,28.6,72.7
2024-10-11 23:00:00,2024-10-11,23,clear,24.5,94.1
2024-10-12 00:00:00,2024-10-12,0,cloudy,26.1,71.4
2024-10-12 01:00:00,2024-10-12,1,clear,27.1,62.4
2024-10-12 02:00:00,2024-10-12,2,clear,25.3,77.9
2024-10-12 03:00:00,2024-10-12,3,clear,29.9,61.2
2024-10-12 04:00:00,2024-10-12,4,clear,25.4,77.7
2024-10-12 05:00:00,2024-10-12,5,clear,25.3,78.9
2024-10-12 06:00:00,2024-10-12,6,partly_cloudy,29.5,65.9
2024-10-12 07:00:00,2024-10-12,7,cloudy,29.7,71.6
2024-10-12 08:00:00,2024-10-12,8,clear,27.1,85.7
2024-10-12 09:00:00,2024-10-12,9,partly_cloudy,26.4,69.9
